name,price,link,company,product_seq,image,form_factor,interface,protocol,volume,memory_type,nand,ram_type,ram_mounted,sequential_read,sequential_write,read_iops,write_iops,heatsink,rgbled,as_year,support_option,reg_date,bookmark
PNY CS1030 Gen3 M.2 NVMe 해외구매,52300.0,https://prod.danawa.com/info/?pcode=15820535&cate=112760,PNY,15820535,//img.danawa.com/prod_img/500000/535/820/img/15820535_1.jpg?shrink=330:*&_v=20211130165525,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,500GB,TLC(기타),3D낸드,,,"2,000","1,100",nan,nan,0,0,nan,9,202111,
Western Digital WD BLACK SN750 SE M.2 NVMe 해외구매,176100.0,https://prod.danawa.com/info/?pcode=14927258&cate=112760,Western Digital,14927258,//img.danawa.com/prod_img/500000/258/927/img/14927258_1.jpg?shrink=330:*&_v=20210805111055,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3,1TB,TLC(기타),,,,"3,600","2,830",525,640,0,0,nan,63,202106,
CORSAIR MP400 M.2 NVMe 해외구매,192700.0,https://prod.danawa.com/info/?pcode=14309384&cate=112760,CORSAIR,14309384,//img.danawa.com/prod_img/500000/384/309/img/14309384_1.jpg?shrink=330:*&_v=20210527173855,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,QLC,3D낸드,,DRAM 탑재,3480,1880,190,470,0,0,nan,11,202010,
J&A LEVEN JS600 PRO,35500.0,https://prod.danawa.com/info/?pcode=12013793&cate=112760,J&A,12013793,//img.danawa.com/prod_img/500000/793/013/img/12013793_1.jpg?shrink=330:*&_v=20200810164856,6.4cm(2.5형),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,DRAM 탑재,560,480,63,72,0,0,3,17,202008,
ESSENCORE KLEVV NEO N400 벌크,46820.0,https://prod.danawa.com/info/?pcode=9931185&cate=112760,ESSENCORE,9931185,//img.danawa.com/prod_img/500000/185/931/img/9931185_1.jpg?shrink=330:*&_v=20191119164445,6.4cm(2.5형),SATA3 (6Gb/s),,240GB,,,,,500,nan,nan,nan,0,0,3,45,201911,
Western Digital WD BLACK SN750 M.2 NVMe 해외구매,569620.0,https://prod.danawa.com/info/?pcode=8802566&cate=112760,Western Digital,8802566,//img.danawa.com/prod_img/500000/566/802/img/8802566_1.jpg?shrink=330:*&_v=20201119164704,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,2TB,,3D낸드,,,"3,400","2,900",480,550,0,0,nan,0,201907,
리뷰안 DX1300 PCIe,134990.0,https://prod.danawa.com/info/?pcode=7515610&cate=112760,리뷰안,7515610,//img.danawa.com/prod_img/500000/610/515/img/7515610_1.jpg?shrink=330:*&_v=20220609143606,PCIe 카드,PCIe3.0x4 (32GT/s),NVMe,512GB,TLC(기타),3D낸드,,,"2,000","1,200",190,240,0,0,3,13,201903,
HP S600,42500.0,https://prod.danawa.com/info/?pcode=6257683&cate=112760,HP,6257683,//img.danawa.com/prod_img/500000/683/257/img/6257683_1.jpg?shrink=330:*&_v=20210108123224,6.4cm(2.5형),SATA3 (6Gb/s),,240GB,TLC(기타),3D낸드,,,520,500,nan,nan,0,0,3,25,201806,
삼성전자 SM961 M.2 NVMe 병행수입,169920.0,https://prod.danawa.com/info/?pcode=4664976&cate=112760,삼성전자,4664976,//img.danawa.com/prod_img/500000/976/664/img/4664976_1.jpg?shrink=330:*&_v=20201019142025,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.2,256GB,MLC(토글),3D낸드,,,"3,200","1,800",450,400,0,0,nan,2,201611,
GIGABYTE AORUS Gen4 5000E M.2 NVMe 제이씨현,89000.0,https://prod.danawa.com/info/?pcode=18871115&cate=112760,GIGABYTE,18871115,//img.danawa.com/prod_img/500000/115/871/img/18871115_1.jpg?shrink=330:*&_v=20230130183534,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,,,"5,000","4,600",550,"1,000",0,0,5,73,202301,
마이크론 2300 M.2 NVMe 디어스엠 벌크,150070.0,https://prod.danawa.com/info/?pcode=18870434&cate=112760,마이크론,18870434,//img.danawa.com/prod_img/500000/434/870/img/18870434_1.jpg?shrink=330:*&_v=20230130154218,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,2TB,TLC(기타),3D낸드,확인요망,DRAM 탑재,"3,300","2,700",430,500,0,0,nan,45,202301,
키오시아 BG5 KBG5AZNV M.2 NVMe 벌크,24970.0,https://prod.danawa.com/info/?pcode=18719582&cate=112760,키오시아,18719582,//img.danawa.com/prod_img/500000/582/719/img/18719582_1.jpg?shrink=330:*&_v=20230113145020,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,256GB,TLC(기타),3D낸드,,,"3,400","1,900",350,360,0,0,nan,64,202301,
Lite-On CL1-3D M.2 2230 NVMe 벌크,20990.0,https://prod.danawa.com/info/?pcode=18518297&cate=112760,Lite-On,18518297,//img.danawa.com/prod_img/500000/297/518/img/18518297_1.jpg?shrink=330:*&_v=20230113150324,M.2 (2230),PCIe3.0x4 (32GT/s),NVMe,256GB,TLC(기타),3D낸드,,,"2,000","1,100",nan,nan,0,0,nan,0,202212,
Lexar NQ100 해외구매,49200.0,https://prod.danawa.com/info/?pcode=17874212&cate=112760,Lexar,17874212,//img.danawa.com/prod_img/500000/212/874/img/17874212_1.jpg?shrink=330:*&_v=20220920180147,6.4cm(2.5형),SATA3 (6Gb/s),,240GB,,,,,550,nan,nan,nan,0,0,nan,0,202209,
Western Digital SN540 M.2 NVMe 벌크,49000.0,https://prod.danawa.com/info/?pcode=17595560&cate=112760,Western Digital,17595560,//img.danawa.com/prod_img/500000/560/595/img/17595560_1.jpg?shrink=330:*&_v=20220808091644,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.4,512GB,,,,,"3,200","1,500",nan,nan,0,0,nan,0,202208,
Western Digital SN735 M.2 NVMe 벌크,54990.0,https://prod.danawa.com/info/?pcode=17595125&cate=112760,Western Digital,17595125,//img.danawa.com/prod_img/500000/125/595/img/17595125_1.jpg?shrink=330:*&_v=20220817095217,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3,512GB,,,,,"3,600","2,830",525,640,0,0,nan,0,202208,
HIKVISION E1000 M.2 NVMe,,https://prod.danawa.com/info/?pcode=16503323&cate=112760,HIKVISION,16503323,//img.danawa.com/prod_img/500000/323/503/img/16503323_1.jpg?shrink=330:*&_v=20220302101905,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,1TB,TLC,3D낸드,,,"2,500","2,100",295,430,0,0,nan,0,202203,
MAXTEK MT052 2.5 to 3.5 HDD 장착 가이드,410.0,https://prod.danawa.com/info/?pcode=13554050&cate=112760,MAXTEK,13554050,//img.danawa.com/prod_img/500000/050/554/img/13554050_1.jpg?shrink=330:*&_v=20210309182221,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202103,
라이트컴 COMS PCI슬롯형 2.5&3.5 철재 하드 가이드,7640.0,https://prod.danawa.com/info/?pcode=13077605&cate=112760,라이트컴,13077605,//img.danawa.com/prod_img/500000/605/077/img/13077605_1.jpg?shrink=330:*&_v=20230413175804,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202101,
도시바 RD500 M.2 NVMe,299000.0,https://prod.danawa.com/info/?pcode=10234947&cate=112760,도시바,10234947,//img.danawa.com/prod_img/500000/947/234/img/10234947_1.jpg?shrink=330:*&_v=20200513163823,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(토글),3D낸드,,DRAM 탑재,"3,400","3,200",680,600,0,0,5,15,201912,
MySSD EX900-S3 PCIe,1989470.0,https://prod.danawa.com/info/?pcode=9570948&cate=112760,MySSD,9570948,//img.danawa.com/prod_img/500000/948/570/img/9570948_1.jpg?shrink=330:*&_v=20191007165706,PCIe 카드,PCIe3.0x16 (128GT/s),NVMe 1.3,4TB,MLC(기타),3D낸드,,,"7,000","6,800",nan,nan,0,0,3,43,201909,
엠지텍 MG880,236310.0,https://prod.danawa.com/info/?pcode=9471294&cate=112760,엠지텍,9471294,//img.danawa.com/prod_img/500000/294/471/img/9471294_1.jpg?shrink=330:*&_v=20200224115025,6.4cm(2.5형),SATA3 (6Gb/s),,2TB,TLC(기타),3D낸드,DDR3 1GB,DRAM 탑재,520,410,nan,nan,0,0,3,39,201909,
위즈플랫 2.5 SATA3 변환 마운트,13500.0,https://prod.danawa.com/info/?pcode=5889167&cate=112760,위즈플랫,5889167,//img.danawa.com/prod_img/500000/167/889/img/5889167_1.jpg?shrink=330:*&_v=20210222174745,,,,,,,,,nan,nan,nan,nan,0,0,1,0,201802,
트랜센드 MTS800 M.2 SATA,,https://prod.danawa.com/info/?pcode=2813958&cate=112760,트랜센드,2813958,//img.danawa.com/prod_img/500000/958/813/img/2813958_1.jpg?shrink=330:*&_v=20200513170639,M.2 (2280),SATA3 (6Gb/s),,128GB,MLC(동기식),,,,540,170,70,70,0,0,3,1,201409,
Western Digital WD SN530 M.2 2230 NVMe 해외구매,77720.0,https://prod.danawa.com/info/?pcode=19720877&cate=112760,Western Digital,19720877,//img.danawa.com/prod_img/500000/877/720/img/19720877_1.jpg?shrink=330:*&_v=20230411100906,M.2 (2230),PCIe3.0x4 (32GT/s),NVMe 1.4,512GB,,3D낸드,,,"2,400","1,750",315,230,0,0,nan,0,202304,
태경리테일 TKR UL-NVME PRO M.2 NVMe,209990.0,https://prod.danawa.com/info/?pcode=18627032&cate=112760,태경리테일,18627032,//img.danawa.com/prod_img/500000/032/627/img/18627032_1.jpg?shrink=330:*&_v=20230110170021,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3,2TB,,3D낸드,,,"5,000","3,500",nan,nan,0,0,5,45,202212,
삼성전자 PM871a M.2 SATA 병행수입,150000.0,https://prod.danawa.com/info/?pcode=18341480&cate=112760,삼성전자,18341480,//img.danawa.com/prod_img/500000/480/341/img/18341480_1.jpg?shrink=330:*&_v=20221122094505,M.2 (2280),SATA3 (6Gb/s),,1TB,TLC(기타),3D낸드,확인요망,DRAM 탑재,530,526,97,88,0,0,nan,0,202211,
Lexar NM620 M.2 NVMe,264220.0,https://prod.danawa.com/info/?pcode=18150500&cate=112760,Lexar,18150500,//img.danawa.com/prod_img/500000/500/150/img/18150500_1.jpg?shrink=330:*&_v=20221031155148,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,2TB,TLC(기타),3D낸드,,,"3,300","3,000",nan,nan,0,0,5,0,202210,
키오시아 BG4 KBG40ZNS M.2 2230 NVMe 해외구매,41140.0,https://prod.danawa.com/info/?pcode=17339474&cate=112760,키오시아,17339474,//img.danawa.com/prod_img/500000/474/339/img/17339474_1.jpg?shrink=330:*&_v=20220627153352,M.2 (2230),,NVMe,128GB,TLC(토글),3D낸드,,,nan,nan,nan,nan,0,0,nan,0,202101,
OWC Accelsior 4M2 M.2 NVMe to PCIe3.0 카드 해외구매,558600.0,https://prod.danawa.com/info/?pcode=14946620&cate=112760,OWC,14946620,//img.danawa.com/prod_img/500000/620/946/img/14946620_1.jpg?shrink=330:*&_v=20210806170133,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202007,
ORICO 2.5 변환 SSD 가이드,7500.0,https://prod.danawa.com/info/?pcode=14942549&cate=112760,ORICO,14942549,//img.danawa.com/prod_img/500000/549/942/img/14942549_1.jpg?shrink=330:*&_v=20210806143036,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201611,
삼성전자 980 M.2 NVMe 해외구매,44030.0,https://prod.danawa.com/info/?pcode=14832149&cate=112760,삼성전자,14832149,//img.danawa.com/prod_img/500000/149/832/img/14832149_1.jpg?shrink=330:*&_v=20210726111150,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.4,250GB,TLC(기타),,,,"2,900","1,300",230,320,0,0,nan,91,202103,
Seagate 파이어쿠다 520 사이버펑크 2077 리미티드 에디션 M.2 NVMe 해외구매,472590.0,https://prod.danawa.com/info/?pcode=14831756&cate=112760,Seagate,14831756,//img.danawa.com/prod_img/500000/756/831/img/14831756_1.jpg?shrink=330:*&_v=20210726104524,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,,"5,000","4,400",760,700,0,0,nan,9,202107,
CORSAIR Force Series MP510 M.2 NVMe 해외구매,86090.0,https://prod.danawa.com/info/?pcode=14280215&cate=112760,CORSAIR,14280215,//img.danawa.com/prod_img/500000/215/280/img/14280215_1.jpg?shrink=330:*&_v=20220609131714,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,480GB,TLC(기타),3D낸드,,,"3,480","2,000",490,120,0,0,nan,8,202105,
PNY XLR8 CS3040 Gen4 M.2 NVMe 해외구매,126090.0,https://prod.danawa.com/info/?pcode=13177466&cate=112760,PNY,13177466,//img.danawa.com/prod_img/500000/466/177/img/13177466_1.jpg?shrink=330:*&_v=20210119165504,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,확인요망,DRAM 탑재,"5,600","4,300",nan,nan,0,0,nan,13,202101,
엘케이통상산업 올판 950E PRO M.2 NVMe,299000.0,https://prod.danawa.com/info/?pcode=11949776&cate=112760,엘케이통상산업,11949776,//img.danawa.com/prod_img/500000/776/949/img/11949776_1.jpg?shrink=330:*&_v=20200731163904,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,2TB,,3D낸드,,DRAM 탑재,nan,nan,nan,nan,0,0,3,32,202007,
리뷰안 DX450 PCIe,75900.0,https://prod.danawa.com/info/?pcode=11807617&cate=112760,리뷰안,11807617,//img.danawa.com/prod_img/500000/617/807/img/11807617_1.jpg?shrink=330:*&_v=20200715130239,PCIe 카드,PCIe2.0x1 (5GT/s),NVMe,512GB,TLC(기타),3D낸드,,,410,nan,50,80,0,0,5,47,202007,
리뷰안 DX5000-Q1 PCIe,9500000.0,https://prod.danawa.com/info/?pcode=11616227&cate=112760,리뷰안,11616227,//img.danawa.com/prod_img/500000/227/616/img/11616227_1.jpg?shrink=330:*&_v=20200702092431,PCIe 카드,PCIe3.0x8 (64GT/s),NVMe 1.3,16TB,,3D낸드,,DRAM 탑재,"6,200","5,800",300,300,0,0,3,43,201907,
COLORFUL CN600 M.2 NVMe 아이보라,50500.0,https://prod.danawa.com/info/?pcode=11304291&cate=112760,COLORFUL,11304291,//img.danawa.com/prod_img/500000/291/304/img/11304291_1.jpg?shrink=330:*&_v=20201013103805,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,256GB,,3D낸드,,,"1,600",900,nan,nan,0,0,3,0,202005,
KINGMAX PX3480 M.2 NVMe,37940.0,https://prod.danawa.com/info/?pcode=11025426&cate=112760,KINGMAX,11025426,//img.danawa.com/prod_img/500000/426/025/img/11025426_1.jpg?shrink=330:*&_v=20201019162843,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,512GB,,3D낸드,,,"3,400","1,950",350,430,0,0,3,45,202004,
라이트컴 COMS JT378 충격방지 하드케이스,10390.0,https://prod.danawa.com/info/?pcode=9725664&cate=112760,라이트컴,9725664,//img.danawa.com/prod_img/500000/664/725/img/9725664_1.jpg?shrink=330:*&_v=20191022110326,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201910,
ADATA XPG SX8200 Pro M.2 NVMe 해외구매,98000.0,https://prod.danawa.com/info/?pcode=9655434&cate=112760,ADATA,9655434,//img.danawa.com/prod_img/500000/434/655/img/9655434_1.jpg?shrink=330:*&_v=20200513172203,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,512GB,TLC(기타),3D낸드,,DRAM 탑재,"3,500","2,350",390,380,0,0,nan,36,201910,
TeamGroup GX1 해외구매,72850.0,https://prod.danawa.com/info/?pcode=9282441&cate=112760,TeamGroup,9282441,//img.danawa.com/prod_img/500000/441/282/img/9282441_1.jpg?shrink=330:*&_v=20190816135711,6.4cm(2.5형),SATA3 (6Gb/s),,480GB,TLC(기타),3D낸드,,,530,430,nan,nan,0,0,nan,59,201908,
삼성전자 PM871b M.2 SATA 중고,,https://prod.danawa.com/info/?pcode=8317731&cate=112760,삼성전자,8317731,//img.danawa.com/prod_img/500000/731/317/img/8317731_1.jpg?shrink=330:*&_v=20200513172752,M.2 (2280),SATA3 (6Gb/s),,256GB,TLC(토글),3D낸드,,,540,520,97,88,0,0,nan,0,201906,
리뷰안 NX580 M.2 SATA,79890.0,https://prod.danawa.com/info/?pcode=7634419&cate=112760,리뷰안,7634419,//img.danawa.com/prod_img/500000/419/634/img/7634419_1.jpg?shrink=330:*&_v=20200513170249,M.2 (2280),SATA3 (6Gb/s),,500GB,TLC(기타),3D낸드,,,560,520,78,88,0,0,3,47,201904,
삼성전자 PM961 M.2 NVMe 중고,,https://prod.danawa.com/info/?pcode=6879997&cate=112760,삼성전자,6879997,//img.danawa.com/prod_img/500000/997/879/img/6879997_1.jpg?shrink=330:*&_v=20200513172521,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.2,1TB,TLC(토글),,,,nan,nan,nan,nan,0,0,nan,2,201610,
Sandisk X600 M.2 SATA 중고,,https://prod.danawa.com/info/?pcode=6814348&cate=112760,Sandisk,6814348,//img.danawa.com/prod_img/500000/348/814/img/6814348_1.jpg?shrink=330:*&_v=20200513172752,M.2 (2280),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,550,525,95,81,0,0,nan,29,201811,
마이크론 Crucial MX500 M.2 SATA 해외구매,365500.0,https://prod.danawa.com/info/?pcode=6363966&cate=112760,마이크론 Crucial,6363966,//img.danawa.com/prod_img/500000/966/363/img/6363966_1.jpg?shrink=330:*&_v=20200513172753,M.2 (2280),SATA3 (6Gb/s),,500GB,TLC(기타),3D낸드,,,560,510,95,90,0,0,nan,59,201808,
킹스톤 UV500 M.2 SATA,29800.0,https://prod.danawa.com/info/?pcode=6210573&cate=112760,킹스톤,6210573,//img.danawa.com/prod_img/500000/573/210/img/6210573_1.jpg?shrink=330:*&_v=20200513170432,M.2 (2280),SATA3 (6Gb/s),,120GB,TLC(기타),3D낸드,,,520,320,85,19,0,0,5,0,201806,
ADATA XPG SX950,,https://prod.danawa.com/info/?pcode=5109205&cate=112760,ADATA XPG,5109205,//img.danawa.com/prod_img/500000/205/109/img/5109205_1.jpg?shrink=330:*&_v=20180222182354,6.4cm(2.5형),SATA3 (6Gb/s),,240GB,MLC(기타),3D낸드,,DRAM 탑재,560,520,80,90,0,0,6,36,201704,
삼성전자 960 EVO M.2 NVMe 해외구매,,https://prod.danawa.com/info/?pcode=4806546&cate=112760,삼성전자,4806546,//img.danawa.com/prod_img/500000/546/806/img/4806546_1.jpg?shrink=330:*&_v=20201019141559,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.2,1TB,TLC(토글),3D낸드,DDR3 1GB,DRAM 탑재,"3,200","1,900",380,360,0,0,nan,27,201701,
Lexar Professional NM800 Pro 히트싱크 M.2 NVMe 해외구매,138910.0,https://prod.danawa.com/info/?pcode=20478749&cate=112760,Lexar,20478749,//img.danawa.com/prod_img/500000/749/478/img/20478749_1.jpg?shrink=330:*&_v=20230609093240,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,512GB,TLC(기타),3D낸드,,,"7,450","3,500",500,900,0,0,nan,0,202306,
마이크론 M600 M.2 SATA,62900.0,https://prod.danawa.com/info/?pcode=17639288&cate=112760,마이크론,17639288,//img.danawa.com/prod_img/500000/288/639/img/17639288_1.jpg?shrink=330:*&_v=20220810171235,M.2 (2280),SATA3 (6Gb/s),,256GB,MLC(기타),,,,560,510,nan,nan,0,0,nan,0,202208,
Sandisk X600 M.2 SATA 벌크,14900.0,https://prod.danawa.com/info/?pcode=15896000&cate=112760,Sandisk,15896000,//img.danawa.com/prod_img/500000/000/896/img/15896000_1.jpg?shrink=330:*&_v=20211209150304,M.2 (2280),SATA3 (6Gb/s),,128GB,TLC(기타),3D낸드,,,530,490,82,74,0,0,nan,29,201811,
킹스톤 NV1-E M.2 NVMe 해외구매,228500.0,https://prod.danawa.com/info/?pcode=15066170&cate=112760,킹스톤,15066170,//img.danawa.com/prod_img/500000/170/066/img/15066170_1.jpg?shrink=330:*&_v=20210823174143,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,2TB,,,,,"2,100","1,700",nan,nan,0,0,nan,0,202108,
디엠스토리지 OPTIMUS+ PCIE200 M.2 NVMe,60500.0,https://prod.danawa.com/info/?pcode=14056916&cate=112760,디엠스토리지,14056916,//img.danawa.com/prod_img/500000/916/056/img/14056916_1.jpg?shrink=330:*&_v=20210430084536,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,500GB,QLC,3D낸드,,,"2,000","1,600",nan,nan,0,0,nan,9,202104,
리뷰안 NX2200A M.2 NVMe,179000.0,https://prod.danawa.com/info/?pcode=10281852&cate=112760,리뷰안,10281852,//img.danawa.com/prod_img/500000/852/281/img/10281852_1.jpg?shrink=330:*&_v=20200513163823,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,DRAM 탑재,"3,400",nan,250,680,0,0,5,47,202001,
디지탈그리고나 이코모 E843 M.2 2242 NVMe,119530.0,https://prod.danawa.com/info/?pcode=9770076&cate=112760,디지탈그리고나 이코모,9770076,//img.danawa.com/prod_img/500000/076/770/img/9770076_1.jpg?shrink=330:*&_v=20200513165658,M.2 (2242),,NVMe 1.3,512GB,TLC(기타),3D낸드,,,"3,300","3,100",nan,nan,0,0,3,41,201911,
인텔 760P M.2 NVMe 병행수입,525260.0,https://prod.danawa.com/info/?pcode=9201045&cate=112760,인텔,9201045,//img.danawa.com/prod_img/500000/045/201/img/9201045_1.jpg?shrink=330:*&_v=20201019162828,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,2TB,TLC(기타),3D낸드,,,"3,230","1,625",340,275,0,0,nan,0,201908,
킹패스트 F10,62860.0,https://prod.danawa.com/info/?pcode=6528472&cate=112760,킹패스트,6528472,//img.danawa.com/prod_img/500000/472/528/img/6528472_1.jpg?shrink=330:*&_v=20190523103629,6.4cm(2.5형),SATA3(6Gb/s),,512GB,TLC(기타),3D낸드,,,550,482,nan,nan,0,0,3,41,201810,
VIA Viqi 316,22880.0,https://prod.danawa.com/info/?pcode=6380007&cate=112760,VIA,6380007,//img.danawa.com/prod_img/500000/007/380/img/6380007_1.jpg?shrink=330:*&_v=20220527131827,6.4cm(2.5형),SATA3 (6Gb/s),,120GB,TLC(기타),3D낸드,,,500,400,53,70,0,0,3,59,201808,
HGST Ultrastar DC SA210,250000.0,https://prod.danawa.com/info/?pcode=6147163&cate=112760,HGST,6147163,//img.danawa.com/prod_img/500000/163/147/img/6147163_1.jpg?shrink=330:*&_v=20220608170356,6.4cm(2.5형),SATA3 (6Gb/s),,480GB,TLC(기타),3D낸드,,,510,475,nan,nan,0,0,5,0,201805,
삼성전자 860 EVO M.2 SATA 해외구매,240000.0,https://prod.danawa.com/info/?pcode=6088524&cate=112760,삼성전자,6088524,//img.danawa.com/prod_img/500000/524/088/img/6088524_1.jpg?shrink=330:*&_v=20200513172753,M.2 (2280),SATA3 (6Gb/s),,1TB,TLC(토글),3D낸드,DDR4 1GB,DRAM 탑재,550,520,97,88,0,0,nan,63,201804,
델로라 G PRO,50000.0,https://prod.danawa.com/info/?pcode=6056212&cate=112760,델로라,6056212,//img.danawa.com/prod_img/500000/212/056/img/6056212_1.jpg?shrink=330:*&_v=20180413152533,6.4cm(2.5형),SATA3 (6Gb/s),,128GB,,3D낸드,,,550,470,nan,nan,0,0,3,37,201804,
Korlet USB 3.0 Type A to SATA2 컨버터,7510.0,https://prod.danawa.com/info/?pcode=4516538&cate=112760,Korlet,4516538,//img.danawa.com/prod_img/500000/538/516/img/4516538_1.jpg?shrink=330:*&_v=20171013173846,,,,,,,,,nan,nan,nan,nan,0,0,1,0,201610,
노트옵션 NOTEKING M.2 SATA 컨버터,24740.0,https://prod.danawa.com/info/?pcode=3434228&cate=112760,노트옵션 NOTEKING,3434228,//img.danawa.com/prod_img/500000/228/434/img/3434228_1.jpg?shrink=330:*&_v=20210222160329,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201509,
MSI SPATIUM S270 해외구매,42390.0,https://prod.danawa.com/info/?pcode=20462582&cate=112760,MSI,20462582,//img.danawa.com/prod_img/500000/582/462/img/20462582_1.jpg?shrink=330:*&_v=20230608110528,6.4cm(2.5형),SATA3 (6Gb/s),,120GB,,3D낸드,,,500,360,38,72,0,0,nan,41,202306,
삼성전자 PM881 M.2 SATA 벌크,17270.0,https://prod.danawa.com/info/?pcode=19961117&cate=112760,삼성전자,19961117,//img.danawa.com/prod_img/500000/117/961/img/19961117_1.jpg?shrink=330:*&_v=20230427150708,M.2 (2280),SATA3 (6Gb/s),,128GB,TLC(기타),,,,560,530,70,87,0,0,nan,0,202102,
CORSAIR MP600 GS M.2 NVMe,85500.0,https://prod.danawa.com/info/?pcode=18270785&cate=112760,CORSAIR,18270785,//img.danawa.com/prod_img/500000/785/270/img/18270785_1.jpg?shrink=330:*&_v=20221114184406,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,500GB,TLC(기타),3D낸드,,,"4,800","3,500",450,700,0,0,5,0,202211,
Western Digital WD Red SN700 M.2 NVME 해외구매,116370.0,https://prod.danawa.com/info/?pcode=17842817&cate=112760,Western Digital,17842817,//img.danawa.com/prod_img/500000/817/842/img/17842817_1.jpg?shrink=330:*&_v=20220915182136,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,512GB,TLC(기타),3D낸드,,,"3,430","2,600",420,380,0,0,nan,0,202209,
EMTEC X250 M.2 SATA 해외구매,73990.0,https://prod.danawa.com/info/?pcode=15794540&cate=112760,EMTEC,15794540,//img.danawa.com/prod_img/500000/540/794/img/15794540_1.jpg?shrink=330:*&_v=20211126151302,M.2 (2280),SATA3 (6Gb/s),,256GB,,3D낸드,,,520,500,nan,nan,0,0,nan,41,202111,
에이서 FA100 M.2 NVMe 해외구매,66900.0,https://prod.danawa.com/info/?pcode=15438020&cate=112760,에이서,15438020,//img.danawa.com/prod_img/500000/020/438/img/15438020_1.jpg?shrink=330:*&_v=20211014165002,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.4,512GB,,,,,"3,200","2,200",190,296,0,0,nan,48,202110,
킹스톤 NV1 M.2 NVMe,40620.0,https://prod.danawa.com/info/?pcode=14253095&cate=112760,킹스톤,14253095,//img.danawa.com/prod_img/500000/095/253/img/14253095_1.jpg?shrink=330:*&_v=20210524092543,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,500GB,,,,,"2,100","1,700",nan,nan,0,0,3,0,202105,
인텔 Optane Memory M10 M.2 NVMe 해외구매,,https://prod.danawa.com/info/?pcode=13547252&cate=112760,인텔,13547252,//img.danawa.com/prod_img/500000/252/547/img/13547252_1.jpg?shrink=330:*&_v=20210309134655,M.2 (2280),PCIe3.0x2 (16GT/s),NVMe,16GB,,,,,최대 900,최대 150,190,35,0,0,nan,0,202103,
Western Digital WD SN730 M.2 NVMe 병행수입,28990.0,https://prod.danawa.com/info/?pcode=13401020&cate=112760,Western Digital,13401020,//img.danawa.com/prod_img/500000/020/401/img/13401020_1.jpg?shrink=330:*&_v=20210218165606,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,256GB,,3D낸드,,,"3,150","2,100",270,280,0,0,nan,0,202102,
엠씨케이글로벌 OUTTON MK-500 벌크,20900.0,https://prod.danawa.com/info/?pcode=13102217&cate=112760,엠씨케이글로벌,13102217,//img.danawa.com/prod_img/500000/217/102/img/13102217_1.jpg?shrink=330:*&_v=20210108173522,6.4cm(2.5형),SATA3 (6Gb/s),,120GB,TLC(기타),3D낸드,,,500,450,220,210,0,0,3,32,202101,
